Symbol,Date,Metric,Value
GOOG,2014-06-19,High,551.965027
GOOG,2014-06-20,High,554.530884
GOOG,2014-06-23,High,561.910339
GOOG,2014-06-24,High,569.514526
GOOG,2014-06-25,High,576.788513
GOOG,2014-06-26,High,579.264893
GOOG,2014-06-27,High,576.698975
GOOG,2014-06-30,High,576.400635
GOOG,2014-07-01,High,581.204224
GOOG,2014-07-02,High,582.238525
GOOG,2014-07-03,High,581.810913
GOOG,2014-07-07,High,583.223145
GOOG,2014-07-08,High,576.358887
GOOG,2014-07-09,High,573.566223
GOOG,2014-07-10,High,573.436951
GOOG,2014-07-11,High,577.673645
GOOG,2014-07-14,High,582.009827
GOOG,2014-07-15,High,582.601563
GOOG,2014-07-16,High,585.182373
GOOG,2014-07-17,High,577.812866
GOOG,2014-07-18,High,593.536438
GOOG,2014-07-21,High,591.149536
GOOG,2014-07-22,High,596.37085
GOOG,2014-07-23,High,594.580688
GOOG,2014-07-24,High,596.22168
GOOG,2014-07-25,High,588.623413
GOOG,2014-07-28,High,589.259949
GOOG,2014-07-29,High,586.47522
GOOG,2014-07-30,High,586.276367
GOOG,2014-07-31,High,580.458313
GOOG,2014-08-01,High,572.810364
GOOG,2014-08-04,High,572.203735
GOOG,2014-08-05,High,568.852173
GOOG,2014-08-06,High,567.579163
GOOG,2014-08-07,High,566.77356
GOOG,2014-08-08,High,567.131592
GOOG,2014-08-11,High,567.3703
GOOG,2014-08-12,High,562.80542
GOOG,2014-08-13,High,571.855652
GOOG,2014-08-14,High,574.739746
GOOG,2014-08-15,High,576.21167
GOOG,2014-08-18,High,581.313599
GOOG,2014-08-19,High,584.128174
GOOG,2014-08-20,High,583.491638
GOOG,2014-08-21,High,581.30365
GOOG,2014-08-22,High,582.035645
GOOG,2014-08-25,High,581.800964
GOOG,2014-08-26,High,578.618469
GOOG,2014-08-27,High,575.326538
GOOG,2014-08-28,High,570.115173
GOOG,2014-08-29,High,568.911804
GOOG,2014-09-02,High,574.670166
GOOG,2014-09-03,High,579.801941
GOOG,2014-09-04,High,582.795471
GOOG,2014-09-05,High,583.342468
GOOG,2014-09-08,High,588.533936
GOOG,2014-09-09,High,585.779053
GOOG,2014-09-10,High,580.309143
GOOG,2014-09-11,High,578.628418
GOOG,2014-09-12,High,578.45929
GOOG,2014-09-15,High,571.805908
GOOG,2014-09-16,High,578.320068
GOOG,2014-09-17,High,584.30719
GOOG,2014-09-18,High,586.316101
GOOG,2014-09-19,High,593.21814
GOOG,2014-09-22,High,590.700989
GOOG,2014-09-23,High,583.640808
GOOG,2014-09-24,High,586.40564
GOOG,2014-09-25,High,584.764648
GOOG,2014-09-26,High,576.082397
GOOG,2014-09-29,High,575.028198
GOOG,2014-09-30,High,576.679138
GOOG,2014-10-01,High,574.421509
GOOG,2014-10-02,High,568.782532
GOOG,2014-10-03,High,574.068481
GOOG,2014-10-06,High,577.822815
GOOG,2014-10-07,High,572.124146
GOOG,2014-10-08,High,570.74176
GOOG,2014-10-09,High,568.364807
GOOG,2014-10-10,High,562.039612
GOOG,2014-10-13,High,546.495056
GOOG,2014-10-14,High,544.197693
GOOG,2014-10-15,High,529.886414
GOOG,2014-10-16,High,526.534851
GOOG,2014-10-17,High,528.076355
GOOG,2014-10-20,High,518.906799
GOOG,2014-10-21,High,523.909241
GOOG,2014-10-22,High,536.848145
GOOG,2014-10-23,High,544.227539
GOOG,2014-10-24,High,541.90033
GOOG,2014-10-27,High,541.432922
GOOG,2014-10-28,High,545.977905
GOOG,2014-10-29,High,551.159424
GOOG,2014-10-30,High,549.777039
GOOG,2014-10-31,High,556.51001
GOOG,2014-11-03,High,554.849121
GOOG,2014-11-04,High,552.46228
GOOG,2014-11-05,High,553.755127
GOOG,2014-11-06,High,543.894348
GOOG,2014-11-07,High,543.223083
GOOG,2014-11-10,High,546.584595
GOOG,2014-11-11,High,548.921753
GOOG,2014-11-12,High,547.449829
GOOG,2014-11-13,High,546.793457
GOOG,2014-11-14,High,543.690491
GOOG,2014-11-17,High,540.816284
GOOG,2014-11-18,High,538.97644
GOOG,2014-11-19,High,535.296631
GOOG,2014-11-20,High,532.183777
GOOG,2014-11-21,High,539.175354
GOOG,2014-11-24,High,539.732239
GOOG,2014-11-25,High,541.005249
GOOG,2014-11-26,High,538.588562
GOOG,2014-11-28,High,539.036072
GOOG,2014-12-01,High,538.449341
GOOG,2014-12-02,High,532.571655
GOOG,2014-12-03,High,533.064941
GOOG,2014-12-04,High,534.40155
GOOG,2014-12-05,High,529.975891
GOOG,2014-12-08,High,528.096252
GOOG,2014-12-09,High,531.268799
GOOG,2014-12-10,High,533.397095
GOOG,2014-12-11,High,531.000305
GOOG,2014-12-12,High,525.609924
GOOG,2014-12-15,High,520.239441
GOOG,2014-12-16,High,510.244415
GOOG,2014-12-17,High,504.227478
GOOG,2014-12-18,High,511.059906
GOOG,2014-12-19,High,514.888855
GOOG,2014-12-22,High,523.581055
GOOG,2014-12-23,High,531.63678
GOOG,2014-12-24,High,528.851074
GOOG,2014-12-26,High,531.328491
GOOG,2014-12-29,High,532.551758
GOOG,2014-12-30,High,528.245422
GOOG,2014-12-31,High,529.6875
GOOG,2015-01-02,High,528.362366
GOOG,2015-01-05,High,521.460388
GOOG,2015-01-06,High,513.350037
GOOG,2015-01-07,High,504.467896
GOOG,2015-01-08,High,500.724487
GOOG,2015-01-09,High,502.156616
GOOG,2015-01-12,High,493.261566
GOOG,2015-01-13,High,500.227234
GOOG,2015-01-14,High,500.475861
GOOG,2015-01-15,High,502.912445
GOOG,2015-01-16,High,505.408722
GOOG,2015-01-20,High,509.695129
GOOG,2015-01-21,High,516.437988
GOOG,2015-01-22,High,533.394714
GOOG,2015-01-23,High,539.202759
GOOG,2015-01-26,High,536.05011
GOOG,2015-01-27,High,527.795532
GOOG,2015-01-28,High,520.127686
GOOG,2015-01-29,High,508.292847
GOOG,2015-01-30,High,536.915344
GOOG,2015-02-02,High,530.082947
GOOG,2015-02-03,High,530.480713
GOOG,2015-02-04,High,529.756714
GOOG,2015-02-05,High,525.607544
GOOG,2015-02-06,High,534.259949
GOOG,2015-02-09,High,529.088379
GOOG,2015-02-10,High,534.757202
GOOG,2015-02-11,High,535.503113
GOOG,2015-02-12,High,541.838257
GOOG,2015-02-13,High,546.900391
GOOG,2015-02-17,High,546.989868
GOOG,2015-02-18,High,542.504578
GOOG,2015-02-19,High,540.140015
GOOG,2015-02-20,High,540.774109
GOOG,2015-02-23,High,533.503113
GOOG,2015-02-24,High,533.852173
GOOG,2015-02-25,High,543.230591
GOOG,2015-02-26,High,553.096313
GOOG,2015-02-27,High,561.619385
GOOG,2015-03-02,High,569.018677
GOOG,2015-03-03,High,572.240906
GOOG,2015-03-04,High,573.951538
GOOG,2015-03-05,High,574.747131
GOOG,2015-03-06,High,573.523865
GOOG,2015-03-09,High,567.148926
GOOG,2015-03-10,High,561.758606
GOOG,2015-03-11,High,555.085327
GOOG,2015-03-12,High,553.325012
GOOG,2015-03-13,High,555.343933
GOOG,2015-03-16,High,553.802368
GOOG,2015-03-17,High,550.769104
GOOG,2015-03-18,High,556.71637
GOOG,2015-03-19,High,557.730774
GOOG,2015-03-20,High,558.645752
GOOG,2015-03-23,High,559.282227
GOOG,2015-03-24,High,571.445313
GOOG,2015-03-25,High,569.128052
GOOG,2015-03-26,High,555.841187
GOOG,2015-03-27,High,552.240967
GOOG,2015-03-30,High,550.440918
GOOG,2015-03-31,High,551.674133
GOOG,2015-04-01,High,548.123657
GOOG,2015-04-02,High,537.889954
GOOG,2015-04-06,High,535.463318
GOOG,2015-04-07,High,539.71991
GOOG,2015-04-08,High,540.873535
GOOG,2015-04-09,High,538.983948
GOOG,2015-04-10,High,539.322083
GOOG,2015-04-13,High,541.082397
GOOG,2015-04-14,High,534.62793
GOOG,2015-04-15,High,531.805847
GOOG,2015-04-16,High,532.658752
GOOG,2015-04-17,High,526.940247
GOOG,2015-04-20,High,533.156006
GOOG,2015-04-21,High,536.440369
GOOG,2015-04-22,High,538.118713
GOOG,2015-04-23,High,547.944641
GOOG,2015-04-24,High,568.01416
GOOG,2015-04-27,High,565.950012
GOOG,2015-04-28,High,556.02002
GOOG,2015-04-29,High,553.679993
GOOG,2015-04-30,High,548.590027
GOOG,2015-05-01,High,539.539978
GOOG,2015-05-04,High,544.070007
GOOG,2015-05-05,High,539.73999
GOOG,2015-05-06,High,532.380005
GOOG,2015-05-07,High,533.460022
GOOG,2015-05-08,High,541.150024
GOOG,2015-05-11,High,541.97998
GOOG,2015-05-12,High,533.208984
GOOG,2015-05-13,High,534.322021
GOOG,2015-05-14,High,539.0
GOOG,2015-05-15,High,539.273987
GOOG,2015-05-18,High,534.820007
GOOG,2015-05-19,High,540.659973
GOOG,2015-05-20,High,542.919983
GOOG,2015-05-21,High,543.840027
GOOG,2015-05-22,High,544.190002
GOOG,2015-05-26,High,539.0
GOOG,2015-05-27,High,540.549988
GOOG,2015-05-28,High,540.609985
GOOG,2015-05-29,High,538.630005
GOOG,2015-06-01,High,536.789978
GOOG,2015-06-02,High,543.0
GOOG,2015-06-03,High,543.5
GOOG,2015-06-04,High,540.590027
GOOG,2015-06-05,High,537.200012
GOOG,2015-06-08,High,534.119995
GOOG,2015-06-09,High,529.200012
GOOG,2015-06-10,High,538.359985
GOOG,2015-06-11,High,538.97998
GOOG,2015-06-12,High,533.119995
GOOG,2015-06-15,High,528.299988
GOOG,2015-06-16,High,529.640015
GOOG,2015-06-17,High,530.97998
GOOG,2015-06-18,High,538.150024
GOOG,2015-06-19,High,538.25
GOOG,2015-06-22,High,543.73999
GOOG,2015-06-23,High,541.499023
GOOG,2015-06-24,High,540.0
GOOG,2015-06-25,High,540.900024
GOOG,2015-06-26,High,537.76001
GOOG,2015-06-29,High,528.609985
GOOG,2015-06-30,High,526.25
GOOG,2015-07-01,High,525.690002
GOOG,2015-07-02,High,524.650024
GOOG,2015-07-06,High,525.25
GOOG,2015-07-07,High,526.179993
GOOG,2015-07-08,High,522.734009
GOOG,2015-07-09,High,523.77002
GOOG,2015-07-10,High,532.559998
GOOG,2015-07-13,High,547.109985
GOOG,2015-07-14,High,565.848999
GOOG,2015-07-15,High,566.502991
GOOG,2015-07-16,High,580.679993
GOOG,2015-07-17,High,674.468018
GOOG,2015-07-20,High,668.880005
GOOG,2015-07-21,High,673.0
GOOG,2015-07-22,High,678.640015
GOOG,2015-07-23,High,663.630005
GOOG,2015-07-24,High,648.169983
GOOG,2015-07-27,High,634.299988
GOOG,2015-07-28,High,632.830017
GOOG,2015-07-29,High,633.359985
GOOG,2015-07-30,High,635.219971
GOOG,2015-07-31,High,632.909973
GOOG,2015-08-03,High,633.05603
GOOG,2015-08-04,High,634.809998
GOOG,2015-08-05,High,647.859985
GOOG,2015-08-06,High,645.379028
GOOG,2015-08-07,High,642.679993
GOOG,2015-08-10,High,643.440002
GOOG,2015-08-11,High,674.900024
GOOG,2015-08-12,High,665.0
GOOG,2015-08-13,High,664.5
GOOG,2015-08-14,High,659.85498
GOOG,2015-08-17,High,661.380005
GOOG,2015-08-18,High,664.0
GOOG,2015-08-19,High,667.0
GOOG,2015-08-20,High,662.98999
GOOG,2015-08-21,High,640.049988
GOOG,2015-08-24,High,599.330017
GOOG,2015-08-25,High,617.450012
GOOG,2015-08-26,High,631.710022
GOOG,2015-08-27,High,643.590027
GOOG,2015-08-28,High,636.880005
GOOG,2015-08-31,High,635.799988
GOOG,2015-09-01,High,612.859985
GOOG,2015-09-02,High,614.340027
GOOG,2015-09-03,High,619.710022
GOOG,2015-09-04,High,603.469971
GOOG,2015-09-08,High,616.309998
GOOG,2015-09-09,High,626.52002
GOOG,2015-09-10,High,624.159973
GOOG,2015-09-11,High,625.780029
GOOG,2015-09-14,High,625.859985
GOOG,2015-09-15,High,638.700012
GOOG,2015-09-16,High,637.950012
GOOG,2015-09-17,High,650.900024
GOOG,2015-09-18,High,640.0
GOOG,2015-09-21,High,636.48999
GOOG,2015-09-22,High,627.549988
GOOG,2015-09-23,High,628.929993
GOOG,2015-09-24,High,627.320007
GOOG,2015-09-25,High,629.77002
GOOG,2015-09-28,High,614.60498
GOOG,2015-09-29,High,605.0
GOOG,2015-09-30,High,608.76001
GOOG,2015-10-01,High,612.090027
GOOG,2015-10-02,High,627.340027
GOOG,2015-10-05,High,643.01001
GOOG,2015-10-06,High,649.25
GOOG,2015-10-07,High,650.609009
GOOG,2015-10-08,High,644.450012
GOOG,2015-10-09,High,645.98999
GOOG,2015-10-12,High,648.5
GOOG,2015-10-13,High,657.812012
GOOG,2015-10-14,High,659.390015
GOOG,2015-10-15,High,663.130005
GOOG,2015-10-16,High,664.969971
GOOG,2015-10-19,High,666.820007
GOOG,2015-10-20,High,664.719971
GOOG,2015-10-21,High,655.869995
GOOG,2015-10-22,High,657.799988
GOOG,2015-10-23,High,730.0
GOOG,2015-10-26,High,719.150024
GOOG,2015-10-27,High,713.619995
GOOG,2015-10-28,High,712.97998
GOOG,2015-10-29,High,718.26001
GOOG,2015-10-30,High,718.0
GOOG,2015-11-02,High,721.619995
GOOG,2015-11-03,High,724.650024
GOOG,2015-11-04,High,733.099976
GOOG,2015-11-05,High,739.47998
GOOG,2015-11-06,High,735.409973
GOOG,2015-11-09,High,734.710022
GOOG,2015-11-10,High,730.590027
GOOG,2015-11-11,High,741.0
GOOG,2015-11-12,High,737.799988
GOOG,2015-11-13,High,731.150024
GOOG,2015-11-16,High,729.48999
GOOG,2015-11-17,High,731.844971
GOOG,2015-11-18,High,741.409973
GOOG,2015-11-19,High,742.0
GOOG,2015-11-20,High,757.919983
GOOG,2015-11-23,High,762.708008
GOOG,2015-11-24,High,755.278992
GOOG,2015-11-25,High,752.0
GOOG,2015-11-27,High,753.409973
GOOG,2015-11-30,High,754.929993
GOOG,2015-12-01,High,768.950012
GOOG,2015-12-02,High,775.955017
GOOG,2015-12-03,High,768.994995
GOOG,2015-12-04,High,768.48999
GOOG,2015-12-07,High,768.72998
GOOG,2015-12-08,High,764.799988
GOOG,2015-12-09,High,764.22998
GOOG,2015-12-10,High,755.849976
GOOG,2015-12-11,High,745.710022
GOOG,2015-12-14,High,748.72998
GOOG,2015-12-15,High,758.080017
GOOG,2015-12-16,High,760.590027
GOOG,2015-12-17,High,762.679993
GOOG,2015-12-18,High,754.130005
GOOG,2015-12-21,High,750.0
GOOG,2015-12-22,High,754.849976
GOOG,2015-12-23,High,754.210022
GOOG,2015-12-24,High,751.349976
GOOG,2015-12-28,High,762.98999
GOOG,2015-12-29,High,779.97998
GOOG,2015-12-30,High,777.599976
GOOG,2015-12-31,High,769.5
GOOG,2016-01-04,High,744.059998
GOOG,2016-01-05,High,752.0
GOOG,2016-01-06,High,747.179993
GOOG,2016-01-07,High,738.5
GOOG,2016-01-08,High,733.22998
GOOG,2016-01-11,High,718.85498
GOOG,2016-01-12,High,728.75
GOOG,2016-01-13,High,734.73999
GOOG,2016-01-14,High,721.924988
GOOG,2016-01-15,High,706.73999
GOOG,2016-01-19,High,709.97998
GOOG,2016-01-20,High,706.849976
GOOG,2016-01-21,High,719.190002
GOOG,2016-01-22,High,728.130005
GOOG,2016-01-25,High,729.679993
GOOG,2016-01-26,High,718.280029
GOOG,2016-01-27,High,718.234985
GOOG,2016-01-28,High,733.690002
GOOG,2016-01-29,High,744.98999
GOOG,2016-02-01,High,757.859985
GOOG,2016-02-02,High,789.869995
GOOG,2016-02-03,High,774.5
GOOG,2016-02-04,High,727.0
GOOG,2016-02-05,High,703.98999
GOOG,2016-02-08,High,684.030029
GOOG,2016-02-09,High,699.900024
GOOG,2016-02-10,High,701.309998
GOOG,2016-02-11,High,689.349976
GOOG,2016-02-12,High,693.75
GOOG,2016-02-16,High,698.0
GOOG,2016-02-17,High,709.75
GOOG,2016-02-18,High,712.349976
GOOG,2016-02-19,High,703.080994
GOOG,2016-02-22,High,713.23999
GOOG,2016-02-23,High,708.400024
GOOG,2016-02-24,High,700.0
GOOG,2016-02-25,High,705.97998
GOOG,2016-02-26,High,713.429993
GOOG,2016-02-29,High,710.890015
GOOG,2016-03-01,High,718.809998
GOOG,2016-03-02,High,720.0
GOOG,2016-03-03,High,719.450012
GOOG,2016-03-04,High,716.48999
GOOG,2016-03-07,High,708.091003
GOOG,2016-03-08,High,703.789978
GOOG,2016-03-09,High,705.679993
GOOG,2016-03-10,High,716.440002
GOOG,2016-03-11,High,726.919983
GOOG,2016-03-14,High,735.5
GOOG,2016-03-15,High,732.289978
GOOG,2016-03-16,High,737.469971
GOOG,2016-03-17,High,743.070007
GOOG,2016-03-18,High,742.0
GOOG,2016-03-21,High,742.5
GOOG,2016-03-22,High,745.0
GOOG,2016-03-23,High,745.719971
GOOG,2016-03-24,High,737.747009
GOOG,2016-03-28,High,738.98999
GOOG,2016-03-29,High,747.25
GOOG,2016-03-30,High,757.880005
GOOG,2016-03-31,High,750.849976
GOOG,2016-04-01,High,750.340027
GOOG,2016-04-04,High,752.799988
GOOG,2016-04-05,High,742.799988
GOOG,2016-04-06,High,746.23999
GOOG,2016-04-07,High,747.0
GOOG,2016-04-08,High,745.450012
GOOG,2016-04-11,High,745.0
GOOG,2016-04-12,High,743.830017
GOOG,2016-04-13,High,754.380005
GOOG,2016-04-14,High,757.309998
GOOG,2016-04-15,High,761.0
GOOG,2016-04-18,High,768.049988
GOOG,2016-04-19,High,769.900024
GOOG,2016-04-20,High,758.132019
GOOG,2016-04-21,High,760.450012
GOOG,2016-04-22,High,736.119995
GOOG,2016-04-25,High,723.929993
GOOG,2016-04-26,High,725.765991
GOOG,2016-04-27,High,708.97998
GOOG,2016-04-28,High,714.169983
GOOG,2016-04-29,High,697.619995
GOOG,2016-05-02,High,700.640015
GOOG,2016-05-03,High,697.840027
GOOG,2016-05-04,High,699.75
GOOG,2016-05-05,High,702.320007
GOOG,2016-05-06,High,711.859985
GOOG,2016-05-09,High,718.710022
GOOG,2016-05-10,High,723.5
GOOG,2016-05-11,High,724.47998
GOOG,2016-05-12,High,719.25
GOOG,2016-05-13,High,716.661987
GOOG,2016-05-16,High,718.47998
GOOG,2016-05-17,High,721.52002
GOOG,2016-05-18,High,711.599976
GOOG,2016-05-19,High,706.0
GOOG,2016-05-20,High,714.580017
GOOG,2016-05-23,High,711.478027
GOOG,2016-05-24,High,720.969971
GOOG,2016-05-25,High,727.51001
GOOG,2016-05-26,High,728.330017
GOOG,2016-05-27,High,733.935974
GOOG,2016-05-31,High,739.72998
GOOG,2016-06-01,High,737.210022
GOOG,2016-06-02,High,733.02002
GOOG,2016-06-03,High,729.48999
GOOG,2016-06-06,High,724.909973
GOOG,2016-06-07,High,721.97998
GOOG,2016-06-08,High,728.570007
GOOG,2016-06-09,High,729.539978
GOOG,2016-06-10,High,725.890015
GOOG,2016-06-13,High,725.440002
GOOG,2016-06-14,High,722.469971
GOOG,2016-06-15,High,722.97998
GOOG,2016-06-16,High,716.650024
GOOG,2016-06-17,High,708.820007
GOOG,2016-06-20,High,702.47998
GOOG,2016-06-21,High,702.77002
GOOG,2016-06-22,High,700.859985
GOOG,2016-06-23,High,701.950012
GOOG,2016-06-24,High,689.400024
GOOG,2016-06-27,High,672.299988
GOOG,2016-06-28,High,680.330017
GOOG,2016-06-29,High,687.429016
GOOG,2016-06-30,High,692.320007
GOOG,2016-07-01,High,700.650024
GOOG,2016-07-05,High,696.940002
GOOG,2016-07-06,High,701.679993
GOOG,2016-07-07,High,698.200012
GOOG,2016-07-08,High,705.710022
GOOG,2016-07-11,High,716.51001
GOOG,2016-07-12,High,722.940002
GOOG,2016-07-13,High,724.0
GOOG,2016-07-14,High,722.210022
GOOG,2016-07-15,High,725.73999
GOOG,2016-07-18,High,736.130005
GOOG,2016-07-19,High,736.98999
GOOG,2016-07-20,High,742.130005
GOOG,2016-07-21,High,741.690002
GOOG,2016-07-22,High,743.23999
GOOG,2016-07-25,High,742.609985
GOOG,2016-07-26,High,741.690002
GOOG,2016-07-27,High,744.460022
GOOG,2016-07-28,High,748.650024
GOOG,2016-07-29,High,778.549988
GOOG,2016-08-01,High,780.429993
GOOG,2016-08-02,High,775.840027
GOOG,2016-08-03,High,773.210022
GOOG,2016-08-04,High,774.070007
GOOG,2016-08-05,High,783.039978
GOOG,2016-08-08,High,782.630005
GOOG,2016-08-09,High,788.940002
GOOG,2016-08-10,High,786.812012
GOOG,2016-08-11,High,789.75
GOOG,2016-08-12,High,783.39502
GOOG,2016-08-15,High,787.48999
GOOG,2016-08-16,High,780.97998
GOOG,2016-08-17,High,780.809998
GOOG,2016-08-18,High,782.859985
GOOG,2016-08-19,High,777.099976
GOOG,2016-08-22,High,774.539978
GOOG,2016-08-23,High,776.440002
GOOG,2016-08-24,High,774.5
GOOG,2016-08-25,High,771.890015
GOOG,2016-08-26,High,776.080017
GOOG,2016-08-29,High,774.98999
GOOG,2016-08-30,High,774.466003
GOOG,2016-08-31,High,769.090027
GOOG,2016-09-01,High,771.02002
GOOG,2016-09-02,High,773.919983
GOOG,2016-09-06,High,782.0
GOOG,2016-09-07,High,782.72998
GOOG,2016-09-08,High,780.349976
GOOG,2016-09-09,High,773.244995
GOOG,2016-09-12,High,770.289978
GOOG,2016-09-13,High,766.219971
GOOG,2016-09-14,High,767.679993
GOOG,2016-09-15,High,773.799988
GOOG,2016-09-16,High,769.75
GOOG,2016-09-19,High,774.0
GOOG,2016-09-20,High,773.330017
GOOG,2016-09-21,High,777.159973
GOOG,2016-09-22,High,789.849976
GOOG,2016-09-23,High,788.929993
GOOG,2016-09-26,High,782.73999
GOOG,2016-09-27,High,785.98999
GOOG,2016-09-28,High,781.809998
GOOG,2016-09-29,High,785.799988
GOOG,2016-09-30,High,780.940002
GOOG,2016-10-03,High,776.065002
GOOG,2016-10-04,High,778.710022
GOOG,2016-10-05,High,782.070007
GOOG,2016-10-06,High,780.47998
GOOG,2016-10-07,High,779.659973
GOOG,2016-10-10,High,789.380005
GOOG,2016-10-11,High,792.280029
GOOG,2016-10-12,High,788.130005
GOOG,2016-10-13,High,781.219971
GOOG,2016-10-14,High,783.950012
GOOG,2016-10-17,High,785.849976
GOOG,2016-10-18,High,801.609985
GOOG,2016-10-19,High,804.599976
GOOG,2016-10-20,High,803.969971
GOOG,2016-10-21,High,799.5
GOOG,2016-10-24,High,815.179993
GOOG,2016-10-25,High,816.679993
GOOG,2016-10-26,High,806.97998
GOOG,2016-10-27,High,803.48999
GOOG,2016-10-28,High,815.48999
GOOG,2016-10-31,High,796.859985
GOOG,2016-11-01,High,789.48999
GOOG,2016-11-02,High,781.650024
GOOG,2016-11-03,High,769.950012
GOOG,2016-11-04,High,770.359985
GOOG,2016-11-07,High,785.190002
GOOG,2016-11-08,High,795.632996
GOOG,2016-11-09,High,791.22699
GOOG,2016-11-10,High,791.169983
GOOG,2016-11-11,High,760.780029
GOOG,2016-11-14,High,757.849976
GOOG,2016-11-15,High,764.416016
GOOG,2016-11-16,High,766.359985
GOOG,2016-11-17,High,772.700012
GOOG,2016-11-18,High,775.0
GOOG,2016-11-21,High,769.700012
GOOG,2016-11-22,High,776.960022
GOOG,2016-11-23,High,768.28302
GOOG,2016-11-25,High,765.0
GOOG,2016-11-28,High,779.530029
GOOG,2016-11-29,High,778.5
GOOG,2016-11-30,High,772.98999
GOOG,2016-12-01,High,759.849976
GOOG,2016-12-02,High,754.0
GOOG,2016-12-05,High,763.900024
GOOG,2016-12-06,High,768.830017
GOOG,2016-12-07,High,771.359985
GOOG,2016-12-08,High,778.179993
GOOG,2016-12-09,High,789.429993
GOOG,2016-12-12,High,791.25
GOOG,2016-12-13,High,804.380005
GOOG,2016-12-14,High,804.0
GOOG,2016-12-15,High,803.0
GOOG,2016-12-16,High,800.856018
GOOG,2016-12-19,High,797.659973
GOOG,2016-12-20,High,798.650024
GOOG,2016-12-21,High,796.676025
GOOG,2016-12-22,High,793.320007
GOOG,2016-12-23,High,792.73999
GOOG,2016-12-27,High,797.859985
GOOG,2016-12-28,High,794.22998
GOOG,2016-12-29,High,785.929993
GOOG,2016-12-30,High,782.780029
GOOG,2017-01-03,High,789.630005
GOOG,2017-01-04,High,791.340027
GOOG,2017-01-05,High,794.47998
GOOG,2017-01-06,High,807.900024
GOOG,2017-01-09,High,809.966003
GOOG,2017-01-10,High,809.130005
GOOG,2017-01-11,High,808.150024
GOOG,2017-01-12,High,807.390015
GOOG,2017-01-13,High,811.223999
GOOG,2017-01-17,High,807.140015
GOOG,2017-01-18,High,806.205017
GOOG,2017-01-19,High,809.47998
GOOG,2017-01-20,High,806.909973
GOOG,2017-01-23,High,820.869995
GOOG,2017-01-24,High,825.900024
GOOG,2017-01-25,High,835.77002
GOOG,2017-01-26,High,838.0
GOOG,2017-01-27,High,841.950012
GOOG,2017-01-30,High,815.840027
GOOG,2017-01-31,High,801.25
GOOG,2017-02-01,High,801.190002
GOOG,2017-02-02,High,802.700012
GOOG,2017-02-03,High,806.0
GOOG,2017-02-06,High,801.669983
GOOG,2017-02-07,High,810.5
GOOG,2017-02-08,High,811.840027
GOOG,2017-02-09,High,810.659973
GOOG,2017-02-10,High,815.25
GOOG,2017-02-13,High,820.958984
GOOG,2017-02-14,High,823.0
GOOG,2017-02-15,High,823.0
GOOG,2017-02-16,High,824.400024
GOOG,2017-02-17,High,828.070007
GOOG,2017-02-21,High,833.450012
GOOG,2017-02-22,High,833.25
GOOG,2017-02-23,High,832.460022
GOOG,2017-02-24,High,829.0
GOOG,2017-02-27,High,830.5
GOOG,2017-02-28,High,828.539978
GOOG,2017-03-01,High,836.255005
GOOG,2017-03-02,High,834.51001
GOOG,2017-03-03,High,831.359985
GOOG,2017-03-06,High,828.880005
GOOG,2017-03-07,High,833.409973
GOOG,2017-03-08,High,838.150024
GOOG,2017-03-09,High,842.0
GOOG,2017-03-10,High,844.909973
GOOG,2017-03-13,High,848.684998
GOOG,2017-03-14,High,847.23999
GOOG,2017-03-15,High,848.630005
GOOG,2017-03-16,High,850.849976
GOOG,2017-03-17,High,853.400024
GOOG,2017-03-20,High,850.219971
GOOG,2017-03-21,High,853.5
GOOG,2017-03-22,High,835.549988
GOOG,2017-03-23,High,822.570007
GOOG,2017-03-24,High,821.929993
GOOG,2017-03-27,High,821.630005
GOOG,2017-03-28,High,825.98999
GOOG,2017-03-29,High,832.765015
GOOG,2017-03-30,High,833.679993
GOOG,2017-03-31,High,831.640015
GOOG,2017-04-03,High,840.849976
GOOG,2017-04-04,High,835.179993
GOOG,2017-04-05,High,842.450012
GOOG,2017-04-06,High,836.390015
GOOG,2017-04-07,High,828.484985
GOOG,2017-04-10,High,829.349976
GOOG,2017-04-11,High,827.427002
GOOG,2017-04-12,High,826.659973
GOOG,2017-04-13,High,826.380005
GOOG,2017-04-17,High,837.75
GOOG,2017-04-18,High,838.929993
GOOG,2017-04-19,High,842.219971
GOOG,2017-04-20,High,845.200012
GOOG,2017-04-21,High,843.880005
GOOG,2017-04-24,High,863.450012
GOOG,2017-04-25,High,875.0
GOOG,2017-04-26,High,876.049988
GOOG,2017-04-27,High,875.400024
GOOG,2017-04-28,High,916.849976
GOOG,2017-05-01,High,915.679993
GOOG,2017-05-02,High,920.77002
GOOG,2017-05-03,High,928.099976
GOOG,2017-05-04,High,935.929993
GOOG,2017-05-05,High,934.900024
GOOG,2017-05-08,High,936.924988
GOOG,2017-05-09,High,937.5
GOOG,2017-05-10,High,932.0
GOOG,2017-05-11,High,932.530029
GOOG,2017-05-12,High,933.440002
GOOG,2017-05-15,High,938.25
GOOG,2017-05-16,High,943.109985
GOOG,2017-05-17,High,939.333008
GOOG,2017-05-18,High,933.169983
GOOG,2017-05-19,High,937.755005
GOOG,2017-05-22,High,941.882996
GOOG,2017-05-23,High,951.46698
GOOG,2017-05-24,High,955.090027
GOOG,2017-05-25,High,972.629028
